filename,label
211659.pcap,BENIGN
211945.pcap,BENIGN
211965.pcap,BENIGN
212179.pcap,BENIGN
212468.pcap,BENIGN
2125098.pcap,PortScan
2126669.pcap,malware_ddos
2129612.pcap,PortScan
2129692.pcap,PortScan
2131587.pcap,PortScan
213514.pcap,BENIGN
2135294.pcap,malware_ddos
2138314.pcap,malware_ddos
2139587.pcap,malware_ddos
2141045.pcap,malware_ddos
2141162.pcap,PortScan
2141763.pcap,PortScan
214215.pcap,BENIGN
2142811.pcap,PortScan
2143776.pcap,malware_ddos
214449.pcap,BENIGN
2144703.pcap,PortScan
2145120.pcap,malware_ddos
2145242.pcap,malware_ddos
21462.pcap,BENIGN
2153258.pcap,PortScan
21538.pcap,BENIGN
2153826.pcap,malware_ddos
215481.pcap,BENIGN
21549.pcap,BENIGN
2156611.pcap,PortScan
215953.pcap,BENIGN
2161349.pcap,PortScan
216170.pcap,BENIGN
2161940.pcap,PortScan
216283.pcap,PortScan
2163922.pcap,malware_ddos
216507.pcap,BENIGN
216655.pcap,BENIGN
2166553.pcap,PortScan
216810.pcap,BENIGN
2168187.pcap,PortScan
2169787.pcap,malware_ddos
217402.pcap,BENIGN
217404.pcap,BENIGN
2177412.pcap,PortScan
2178380.pcap,PortScan
2181600.pcap,PortScan
2182084.pcap,PortScan
218259.pcap,BENIGN
2184980.pcap,malware_ddos
219188.pcap,BENIGN
2192284.pcap,malware_ddos
219555.pcap,BENIGN
2197837.pcap,PortScan
219799.pcap,BENIGN
2201890.pcap,PortScan
2203630.pcap,PortScan
220619.pcap,BENIGN
2206582.pcap,malware_ddos
220851.pcap,BENIGN
220891.pcap,BENIGN
2209484.pcap,malware_ddos
2210152.pcap,PortScan
221144.pcap,BENIGN
2211612.pcap,malware_ddos
221325.pcap,BENIGN
22141.pcap,PortScan
2214110.pcap,PortScan
2214609.pcap,PortScan
2215275.pcap,PortScan
221715.pcap,BENIGN
222237.pcap,BENIGN
2223514.pcap,PortScan
2227805.pcap,malware_ddos
222789.pcap,BENIGN
2229441.pcap,malware_ddos
2229866.pcap,PortScan
2231560.pcap,malware_ddos
223196.pcap,BENIGN
2233495.pcap,PortScan
2233878.pcap,PortScan
2234242.pcap,PortScan
223465.pcap,BENIGN
2238235.pcap,PortScan
223990.pcap,BENIGN
2239963.pcap,PortScan
2240176.pcap,malware_ddos
2245243.pcap,malware_ddos
2245662.pcap,PortScan
2245666.pcap,malware_ddos
2246073.pcap,malware_ddos
224827.pcap,BENIGN
224841.pcap,PortScan
2249935.pcap,malware_ddos
2253271.pcap,PortScan
2254207.pcap,PortScan
2256880.pcap,PortScan
225773.pcap,BENIGN
2258193.pcap,PortScan
2258245.pcap,PortScan
225958.pcap,BENIGN
2259976.pcap,malware_ddos
225999.pcap,PortScan
2260386.pcap,PortScan
2261200.pcap,PortScan
2261374.pcap,PortScan
2262020.pcap,malware_ddos
22649.pcap,BENIGN
226512.pcap,PortScan
226611.pcap,BENIGN
2268069.pcap,PortScan
2268209.pcap,malware_ddos
2271965.pcap,malware_ddos
227225.pcap,BENIGN
227296.pcap,BENIGN
2274445.pcap,PortScan
2277260.pcap,PortScan
227834.pcap,BENIGN
2278983.pcap,PortScan
227949.pcap,BENIGN
228329.pcap,BENIGN
2283997.pcap,PortScan
2284341.pcap,PortScan
228578.pcap,BENIGN
2287052.pcap,malware_ddos
2288629.pcap,malware_ddos
2289221.pcap,malware_ddos
22898.pcap,BENIGN
2290356.pcap,malware_ddos
2291575.pcap,PortScan
229226.pcap,BENIGN
229302.pcap,BENIGN
229304.pcap,BENIGN
2293256.pcap,PortScan
2293514.pcap,PortScan
2296061.pcap,malware_ddos
2296291.pcap,malware_ddos
2296366.pcap,PortScan
2298361.pcap,malware_ddos
2299709.pcap,PortScan
230063.pcap,BENIGN
2301721.pcap,malware_ddos
2302834.pcap,PortScan
2303016.pcap,PortScan
2305512.pcap,malware_ddos
2305672.pcap,malware_ddos
2306205.pcap,PortScan
2309027.pcap,PortScan
230951.pcap,malware_ddos
2309868.pcap,PortScan
2309994.pcap,malware_ddos
231052.pcap,BENIGN
231117.pcap,BENIGN
2311216.pcap,malware_ddos
2313028.pcap,malware_ddos
231367.pcap,BENIGN
2313988.pcap,malware_ddos
2314949.pcap,malware_ddos
2315038.pcap,malware_ddos
231543.pcap,BENIGN
2316020.pcap,PortScan
2318021.pcap,malware_ddos
2318357.pcap,PortScan
2319118.pcap,PortScan
2319253.pcap,malware_ddos
232073.pcap,BENIGN
2323327.pcap,malware_ddos
2323435.pcap,PortScan
2324443.pcap,PortScan
232527.pcap,BENIGN
232581.pcap,BENIGN
2328480.pcap,malware_ddos
2328663.pcap,malware_ddos
2329638.pcap,PortScan
23297.pcap,PortScan
2331415.pcap,malware_ddos
2331581.pcap,malware_ddos
2332955.pcap,malware_ddos
233653.pcap,BENIGN
2336791.pcap,PortScan
2340062.pcap,PortScan
2340858.pcap,malware_ddos
2343481.pcap,malware_ddos
2343850.pcap,PortScan
23478.pcap,PortScan
234797.pcap,BENIGN
2348128.pcap,malware_ddos
23493.pcap,BENIGN
235035.pcap,BENIGN
2352651.pcap,malware_ddos
235404.pcap,BENIGN
2354323.pcap,malware_ddos
2360392.pcap,malware_ddos
236050.pcap,BENIGN
236085.pcap,BENIGN
236229.pcap,BENIGN
236287.pcap,malware_ddos
2363186.pcap,malware_ddos
2363775.pcap,malware_ddos
2365143.pcap,PortScan
236559.pcap,BENIGN
236619.pcap,PortScan
2367106.pcap,PortScan
2368866.pcap,PortScan
2369141.pcap,malware_ddos
237061.pcap,malware_ddos
2374622.pcap,PortScan
2378561.pcap,malware_ddos
2379184.pcap,PortScan
2380231.pcap,PortScan
2381185.pcap,PortScan
238145.pcap,BENIGN
238237.pcap,BENIGN
2382530.pcap,PortScan
2383219.pcap,malware_ddos
2383702.pcap,PortScan
2385321.pcap,PortScan
238743.pcap,malware_ddos
238748.pcap,BENIGN
2387776.pcap,PortScan
2387831.pcap,PortScan
238837.pcap,BENIGN
2389907.pcap,malware_ddos
2390105.pcap,PortScan
239268.pcap,malware_ddos
239317.pcap,PortScan
2393457.pcap,malware_ddos
2394002.pcap,malware_ddos
2394165.pcap,malware_ddos
239424.pcap,BENIGN
23945.pcap,BENIGN
2394668.pcap,PortScan
239469.pcap,BENIGN
239631.pcap,BENIGN
2398793.pcap,malware_ddos
240179.pcap,PortScan
2403032.pcap,malware_ddos
2406651.pcap,PortScan
240946.pcap,BENIGN
240978.pcap,BENIGN
241243.pcap,BENIGN
241327.pcap,BENIGN
2417360.pcap,PortScan
2419309.pcap,malware_ddos
242148.pcap,BENIGN
2423529.pcap,PortScan
242749.pcap,PortScan
242955.pcap,PortScan
243119.pcap,BENIGN
2431632.pcap,PortScan
2431805.pcap,PortScan
2431966.pcap,PortScan
2432895.pcap,PortScan
2440882.pcap,PortScan
2443453.pcap,PortScan
244547.pcap,BENIGN
244825.pcap,PortScan
2448660.pcap,PortScan
244872.pcap,BENIGN
2451083.pcap,PortScan
2451416.pcap,PortScan
245249.pcap,BENIGN
2452956.pcap,PortScan
245486.pcap,BENIGN
2460215.pcap,PortScan
2460448.pcap,malware_ddos
246056.pcap,BENIGN
2460725.pcap,malware_ddos
2461352.pcap,PortScan
246336.pcap,BENIGN
2472480.pcap,PortScan
247375.pcap,BENIGN
247555.pcap,BENIGN
2476483.pcap,PortScan
2480828.pcap,PortScan
248363.pcap,malware_ddos
248604.pcap,BENIGN
248624.pcap,BENIGN
248993.pcap,BENIGN
2491783.pcap,PortScan
2492000.pcap,PortScan
2492891.pcap,PortScan
2499810.pcap,PortScan
250343.pcap,BENIGN
2511470.pcap,PortScan
251261.pcap,BENIGN
251266.pcap,BENIGN
2520686.pcap,PortScan
252201.pcap,malware_ddos
25221.pcap,BENIGN
252314.pcap,BENIGN
252590.pcap,BENIGN
2528179.pcap,PortScan
25301.pcap,BENIGN
2530334.pcap,PortScan
253673.pcap,BENIGN
254044.pcap,BENIGN
2541007.pcap,malware_ddos
254533.pcap,BENIGN
2546863.pcap,malware_ddos
254821.pcap,BENIGN
2550505.pcap,malware_ddos
2551722.pcap,PortScan
2555159.pcap,PortScan
255682.pcap,BENIGN
255707.pcap,BENIGN
255758.pcap,BENIGN
2557896.pcap,PortScan
2560306.pcap,PortScan
2564118.pcap,malware_ddos
2569698.pcap,PortScan
257176.pcap,BENIGN
2571890.pcap,PortScan
257293.pcap,BENIGN
2574310.pcap,PortScan
2574873.pcap,malware_ddos
25749.pcap,BENIGN
257916.pcap,BENIGN
2580035.pcap,PortScan
2582016.pcap,malware_ddos
258303.pcap,BENIGN
258307.pcap,BENIGN
2583394.pcap,malware_ddos
2584070.pcap,malware_ddos
2584554.pcap,malware_ddos
2585240.pcap,malware_ddos
2585978.pcap,malware_ddos
2590202.pcap,malware_ddos
2591393.pcap,PortScan
2591810.pcap,malware_ddos
2591954.pcap,malware_ddos
2592625.pcap,PortScan
2593669.pcap,PortScan
259497.pcap,BENIGN
2595306.pcap,malware_ddos
2596794.pcap,malware_ddos
2598102.pcap,PortScan
259823.pcap,BENIGN
2600818.pcap,PortScan
2602145.pcap,PortScan
2602259.pcap,PortScan
260389.pcap,BENIGN
2604159.pcap,malware_ddos
2605555.pcap,PortScan
2605620.pcap,malware_ddos
2605686.pcap,malware_ddos
2614955.pcap,PortScan
2618041.pcap,PortScan
2619329.pcap,PortScan
262187.pcap,BENIGN
2622523.pcap,PortScan
2623380.pcap,PortScan
262344.pcap,BENIGN
262407.pcap,BENIGN
262720.pcap,BENIGN
262848.pcap,BENIGN
2629366.pcap,PortScan
263708.pcap,BENIGN
2639440.pcap,PortScan
263991.pcap,BENIGN
264169.pcap,BENIGN
2642016.pcap,PortScan
264286.pcap,BENIGN
2642895.pcap,PortScan
2643000.pcap,PortScan
2644079.pcap,PortScan
2646826.pcap,malware_ddos
2646891.pcap,PortScan
2647096.pcap,malware_ddos
2650258.pcap,malware_ddos
2650474.pcap,PortScan
2652291.pcap,malware_ddos
2652686.pcap,PortScan
2654647.pcap,malware_ddos
265616.pcap,BENIGN
2656439.pcap,malware_ddos
265687.pcap,BENIGN
2657419.pcap,PortScan
2662090.pcap,malware_ddos
266270.pcap,BENIGN
266310.pcap,BENIGN
266325.pcap,BENIGN
2664081.pcap,malware_ddos
267359.pcap,BENIGN
267381.pcap,BENIGN
2673886.pcap,PortScan
2674667.pcap,PortScan
2679394.pcap,PortScan
268058.pcap,PortScan
268175.pcap,BENIGN
26864.pcap,BENIGN
268909.pcap,BENIGN
268943.pcap,BENIGN
2689799.pcap,PortScan
2689840.pcap,malware_ddos
2690921.pcap,PortScan
2695713.pcap,PortScan
2696801.pcap,malware_ddos
2698136.pcap,PortScan
2699265.pcap,PortScan
2699902.pcap,PortScan
270029.pcap,BENIGN
2701360.pcap,PortScan
270232.pcap,BENIGN
2709976.pcap,PortScan
271001.pcap,BENIGN
2710207.pcap,malware_ddos
2710715.pcap,PortScan
271104.pcap,BENIGN
27116.pcap,BENIGN
2712675.pcap,PortScan
2712806.pcap,PortScan
271350.pcap,BENIGN
2714358.pcap,malware_ddos
2715288.pcap,malware_ddos
271535.pcap,BENIGN
2715417.pcap,PortScan
2715470.pcap,malware_ddos
2717903.pcap,PortScan
271826.pcap,BENIGN
271918.pcap,PortScan
2721052.pcap,PortScan
272168.pcap,BENIGN
2724502.pcap,PortScan
272476.pcap,BENIGN
272621.pcap,BENIGN
2727098.pcap,malware_ddos
2731016.pcap,PortScan
273377.pcap,BENIGN
2734874.pcap,PortScan
2742608.pcap,PortScan
274326.pcap,PortScan
2744285.pcap,PortScan
2744826.pcap,PortScan
2744913.pcap,PortScan
2745320.pcap,PortScan
274633.pcap,PortScan
274679.pcap,BENIGN
2747974.pcap,malware_ddos
2748246.pcap,malware_ddos
2748806.pcap,malware_ddos
2750490.pcap,PortScan
27562.pcap,BENIGN
275634.pcap,BENIGN
2759912.pcap,PortScan
276124.pcap,BENIGN
27636.pcap,BENIGN
276404.pcap,BENIGN
2766293.pcap,PortScan
2769393.pcap,malware_ddos
277059.pcap,BENIGN
2773505.pcap,malware_ddos
2774461.pcap,PortScan
2775820.pcap,PortScan
2777888.pcap,PortScan
278160.pcap,PortScan
278606.pcap,PortScan
278667.pcap,BENIGN
2787977.pcap,malware_ddos
2788040.pcap,malware_ddos
2788666.pcap,PortScan
2789968.pcap,PortScan
279019.pcap,BENIGN
279054.pcap,BENIGN
2791581.pcap,PortScan
2796657.pcap,malware_ddos
2797619.pcap,PortScan
2797849.pcap,malware_ddos
279815.pcap,BENIGN
279839.pcap,BENIGN
2800723.pcap,PortScan
2800891.pcap,malware_ddos
280303.pcap,BENIGN
280500.pcap,BENIGN
2805444.pcap,PortScan
280864.pcap,BENIGN
2808923.pcap,PortScan
2810196.pcap,malware_ddos
2812425.pcap,malware_ddos
281442.pcap,BENIGN
281481.pcap,BENIGN
2815105.pcap,PortScan
2816844.pcap,PortScan
2818158.pcap,malware_ddos
281845.pcap,BENIGN
281875.pcap,BENIGN
282191.pcap,PortScan
2823664.pcap,PortScan
2824750.pcap,PortScan
282527.pcap,BENIGN
2825564.pcap,malware_ddos
282613.pcap,BENIGN
2827457.pcap,PortScan
2828332.pcap,malware_ddos
282942.pcap,BENIGN
282975.pcap,PortScan
2831241.pcap,PortScan
2831317.pcap,malware_ddos
283235.pcap,BENIGN
2832818.pcap,malware_ddos
2835962.pcap,PortScan
2836160.pcap,PortScan
283661.pcap,BENIGN
283965.pcap,BENIGN
284074.pcap,BENIGN
2841737.pcap,PortScan
284233.pcap,PortScan
284318.pcap,BENIGN
284616.pcap,BENIGN
2847327.pcap,malware_ddos
284955.pcap,BENIGN
285217.pcap,BENIGN
2854152.pcap,malware_ddos
286162.pcap,BENIGN
2865524.pcap,malware_ddos
286618.pcap,BENIGN
286705.pcap,BENIGN
2869971.pcap,PortScan
2870432.pcap,malware_ddos
2870949.pcap,PortScan
287207.pcap,BENIGN
2872731.pcap,PortScan
2873010.pcap,PortScan
2877141.pcap,malware_ddos
2877416.pcap,malware_ddos
2877482.pcap,PortScan
2877610.pcap,PortScan
2877837.pcap,PortScan
28781.pcap,BENIGN
287827.pcap,BENIGN
28796.pcap,BENIGN
288046.pcap,BENIGN
2882144.pcap,PortScan
2884284.pcap,PortScan
2892942.pcap,PortScan
2894544.pcap,PortScan
2894605.pcap,PortScan
2897231.pcap,malware_ddos
2901109.pcap,PortScan
290260.pcap,BENIGN
2905271.pcap,malware_ddos
2905787.pcap,malware_ddos
290580.pcap,BENIGN
2906453.pcap,PortScan
290827.pcap,BENIGN
29085.pcap,BENIGN
290882.pcap,BENIGN
2909066.pcap,PortScan
2910862.pcap,malware_ddos
2910864.pcap,PortScan
291100.pcap,BENIGN
291300.pcap,BENIGN
291348.pcap,PortScan
2913786.pcap,malware_ddos
2913911.pcap,malware_ddos
291426.pcap,BENIGN
2914613.pcap,malware_ddos
2915151.pcap,PortScan
291705.pcap,PortScan
291886.pcap,BENIGN
292252.pcap,BENIGN
2922935.pcap,PortScan
292365.pcap,BENIGN
2924047.pcap,malware_ddos
2924062.pcap,malware_ddos
292515.pcap,PortScan
2925941.pcap,malware_ddos
292618.pcap,BENIGN
2926798.pcap,PortScan
2927361.pcap,PortScan
2927385.pcap,PortScan
2928342.pcap,malware_ddos
2928497.pcap,malware_ddos
2929949.pcap,PortScan
2930367.pcap,malware_ddos
293127.pcap,malware_ddos
293298.pcap,BENIGN
2933157.pcap,PortScan
293316.pcap,BENIGN
2934699.pcap,malware_ddos
293757.pcap,BENIGN
2938532.pcap,malware_ddos
2939290.pcap,PortScan
2940550.pcap,PortScan
2942971.pcap,malware_ddos
2944226.pcap,malware_ddos
2944647.pcap,PortScan
2944921.pcap,malware_ddos
2946820.pcap,PortScan
2948155.pcap,malware_ddos
295039.pcap,PortScan
2950790.pcap,malware_ddos
2951038.pcap,PortScan
2953272.pcap,malware_ddos
2954268.pcap,PortScan
295461.pcap,BENIGN
295489.pcap,BENIGN
2955653.pcap,PortScan
295616.pcap,BENIGN
295787.pcap,PortScan
2958200.pcap,PortScan
2959481.pcap,PortScan
2962114.pcap,malware_ddos
2964269.pcap,PortScan
2964500.pcap,malware_ddos
296630.pcap,BENIGN
2966450.pcap,PortScan
296783.pcap,BENIGN
296841.pcap,BENIGN
296848.pcap,BENIGN
2971247.pcap,PortScan
297146.pcap,BENIGN
2973468.pcap,PortScan
29746.pcap,BENIGN
297467.pcap,BENIGN
29773.pcap,BENIGN
297739.pcap,BENIGN
297755.pcap,PortScan
29782.pcap,BENIGN
2992049.pcap,malware_ddos
299232.pcap,BENIGN
2992383.pcap,PortScan
2992553.pcap,malware_ddos
299356.pcap,BENIGN
2996722.pcap,PortScan
299951.pcap,BENIGN
300012.pcap,PortScan
300542.pcap,BENIGN
3007.pcap,BENIGN
3008163.pcap,malware_ddos
300966.pcap,BENIGN
30123.pcap,BENIGN
3014785.pcap,PortScan
301945.pcap,BENIGN
302048.pcap,BENIGN
3022200.pcap,PortScan
302364.pcap,BENIGN
3026199.pcap,PortScan
3026221.pcap,PortScan
303156.pcap,malware_ddos
3032083.pcap,PortScan
3036093.pcap,PortScan
303701.pcap,BENIGN
304192.pcap,malware_ddos
304436.pcap,BENIGN
304689.pcap,malware_ddos
304703.pcap,BENIGN
304978.pcap,BENIGN
3050446.pcap,PortScan
305255.pcap,BENIGN
3054647.pcap,PortScan
305479.pcap,BENIGN
305933.pcap,BENIGN
306150.pcap,BENIGN
30644.pcap,BENIGN
306863.pcap,BENIGN
30743.pcap,BENIGN
307649.pcap,BENIGN
308340.pcap,BENIGN
3084232.pcap,malware_ddos
308645.pcap,BENIGN
308651.pcap,PortScan
3086920.pcap,PortScan
3089483.pcap,malware_ddos
3089724.pcap,PortScan
3092063.pcap,malware_ddos
309576.pcap,BENIGN
309643.pcap,BENIGN
3098424.pcap,PortScan
310083.pcap,PortScan
310234.pcap,BENIGN
310331.pcap,BENIGN
310663.pcap,BENIGN
31120.pcap,malware_ddos
311219.pcap,BENIGN
311267.pcap,BENIGN
311374.pcap,BENIGN
311476.pcap,BENIGN
3118274.pcap,PortScan
3118282.pcap,PortScan
312155.pcap,BENIGN
312196.pcap,BENIGN
312271.pcap,BENIGN
3126304.pcap,PortScan
312908.pcap,BENIGN
313611.pcap,BENIGN
313811.pcap,BENIGN
3140446.pcap,PortScan
3140637.pcap,PortScan
314566.pcap,BENIGN
314727.pcap,BENIGN
3148368.pcap,PortScan
314950.pcap,malware_ddos
314983.pcap,BENIGN
315407.pcap,BENIGN
315527.pcap,BENIGN
3157147.pcap,PortScan
3157558.pcap,malware_ddos
316751.pcap,BENIGN
316795.pcap,BENIGN
31689.pcap,BENIGN
3169583.pcap,PortScan
317004.pcap,BENIGN
3177990.pcap,malware_ddos
317805.pcap,malware_ddos
3178811.pcap,malware_ddos
318712.pcap,BENIGN
318827.pcap,BENIGN
3189431.pcap,PortScan
31909.pcap,BENIGN
3193839.pcap,PortScan
3194016.pcap,PortScan
319553.pcap,PortScan
3203811.pcap,PortScan
320486.pcap,BENIGN
320588.pcap,BENIGN
320620.pcap,BENIGN
3208356.pcap,PortScan
3210295.pcap,PortScan
3212087.pcap,PortScan
3217909.pcap,PortScan
3220204.pcap,PortScan
322470.pcap,BENIGN
322794.pcap,BENIGN
323074.pcap,BENIGN
3231038.pcap,PortScan
323250.pcap,BENIGN
3234959.pcap,malware_ddos
323813.pcap,BENIGN
323827.pcap,PortScan
3239301.pcap,PortScan
324213.pcap,BENIGN
3242173.pcap,PortScan
324483.pcap,BENIGN
324710.pcap,BENIGN
324921.pcap,BENIGN
324923.pcap,BENIGN
325146.pcap,BENIGN
325723.pcap,BENIGN
325891.pcap,BENIGN
32599.pcap,BENIGN
326027.pcap,BENIGN
3260276.pcap,PortScan
326151.pcap,BENIGN
3262.pcap,BENIGN
3262524.pcap,malware_ddos
327156.pcap,BENIGN
3273521.pcap,PortScan
32752.pcap,BENIGN
3275691.pcap,PortScan
328000.pcap,BENIGN
3288266.pcap,PortScan
329201.pcap,BENIGN
329206.pcap,PortScan
329793.pcap,BENIGN
330071.pcap,BENIGN
330156.pcap,BENIGN
330167.pcap,BENIGN
3305020.pcap,PortScan
3306608.pcap,malware_ddos
331329.pcap,PortScan
331425.pcap,BENIGN
331634.pcap,BENIGN
3316644.pcap,PortScan
333564.pcap,BENIGN
3339881.pcap,malware_ddos
3339945.pcap,malware_ddos
334334.pcap,BENIGN
3345609.pcap,PortScan
33478.pcap,BENIGN
3349358.pcap,PortScan
335309.pcap,BENIGN
33543.pcap,BENIGN
3356652.pcap,malware_ddos
33635.pcap,BENIGN
3364452.pcap,PortScan
337054.pcap,BENIGN
33736.pcap,BENIGN
337435.pcap,malware_ddos
3374652.pcap,PortScan
337697.pcap,BENIGN
3379499.pcap,PortScan
338756.pcap,BENIGN
33897.pcap,BENIGN
3389793.pcap,PortScan
33924.pcap,BENIGN
339297.pcap,BENIGN
339659.pcap,BENIGN
339779.pcap,malware_ddos
3399197.pcap,PortScan
340043.pcap,BENIGN
340064.pcap,BENIGN
3404422.pcap,PortScan
340782.pcap,BENIGN
340861.pcap,BENIGN
34089.pcap,malware_ddos
3412086.pcap,PortScan
341736.pcap,BENIGN
341793.pcap,BENIGN
342100.pcap,BENIGN
342526.pcap,BENIGN
343078.pcap,BENIGN
343137.pcap,BENIGN
3432230.pcap,malware_ddos
343641.pcap,BENIGN
34367.pcap,BENIGN
3441160.pcap,PortScan
344156.pcap,BENIGN
3442942.pcap,PortScan
344517.pcap,BENIGN
344574.pcap,BENIGN
344760.pcap,BENIGN
344910.pcap,BENIGN
345041.pcap,malware_ddos
3450429.pcap,PortScan
345576.pcap,PortScan
345918.pcap,BENIGN
3461293.pcap,PortScan
346411.pcap,BENIGN
346676.pcap,BENIGN
346699.pcap,BENIGN
347090.pcap,PortScan
3472161.pcap,PortScan
347279.pcap,BENIGN
347295.pcap,BENIGN
3476499.pcap,PortScan
347735.pcap,BENIGN
3477748.pcap,malware_ddos
347806.pcap,BENIGN
3481370.pcap,PortScan
348649.pcap,BENIGN
348880.pcap,BENIGN
348884.pcap,malware_ddos
3490881.pcap,malware_ddos
3496073.pcap,PortScan
3505249.pcap,malware_ddos
350642.pcap,BENIGN
350734.pcap,BENIGN
352186.pcap,BENIGN
352188.pcap,BENIGN
352210.pcap,BENIGN
352573.pcap,PortScan
352782.pcap,BENIGN
352842.pcap,BENIGN
353845.pcap,PortScan
354124.pcap,malware_ddos
355035.pcap,BENIGN
3552081.pcap,PortScan
3554533.pcap,malware_ddos
355531.pcap,BENIGN
355772.pcap,malware_ddos
356361.pcap,malware_ddos
35642.pcap,BENIGN
356455.pcap,malware_ddos
3565806.pcap,malware_ddos
356666.pcap,BENIGN
3566667.pcap,malware_ddos
357124.pcap,BENIGN
357181.pcap,BENIGN
357281.pcap,BENIGN
357327.pcap,BENIGN
357488.pcap,BENIGN
3577550.pcap,PortScan
3578232.pcap,malware_ddos
3580353.pcap,malware_ddos
3581.pcap,BENIGN
358111.pcap,malware_ddos
3581413.pcap,PortScan
358744.pcap,BENIGN
359517.pcap,BENIGN
359566.pcap,malware_ddos
359718.pcap,BENIGN
359854.pcap,BENIGN
3599596.pcap,malware_ddos
36036.pcap,BENIGN
3606869.pcap,PortScan
36100.pcap,BENIGN
361064.pcap,BENIGN
361607.pcap,malware_ddos
362040.pcap,BENIGN
362096.pcap,PortScan
36210.pcap,BENIGN
362919.pcap,BENIGN
36305.pcap,BENIGN
3633196.pcap,PortScan
363329.pcap,BENIGN
3636.pcap,BENIGN
363640.pcap,BENIGN
363755.pcap,PortScan
364721.pcap,BENIGN
365004.pcap,BENIGN
365357.pcap,BENIGN
365394.pcap,PortScan
36552.pcap,BENIGN
365948.pcap,BENIGN
366242.pcap,PortScan
366391.pcap,PortScan
3665240.pcap,PortScan
366880.pcap,BENIGN
3669643.pcap,PortScan
3670694.pcap,PortScan
3673665.pcap,malware_ddos
367932.pcap,BENIGN
368034.pcap,BENIGN
368134.pcap,BENIGN
368238.pcap,BENIGN
3683050.pcap,malware_ddos
36844.pcap,BENIGN
368586.pcap,BENIGN
368793.pcap,BENIGN
3688246.pcap,malware_ddos
368838.pcap,BENIGN
368841.pcap,BENIGN
368845.pcap,BENIGN
3689067.pcap,malware_ddos
368994.pcap,BENIGN
369072.pcap,BENIGN
3693627.pcap,malware_ddos
369544.pcap,BENIGN
3696104.pcap,PortScan
3697078.pcap,malware_ddos
37020.pcap,BENIGN
370328.pcap,BENIGN
3711738.pcap,PortScan
3715093.pcap,PortScan
3716765.pcap,PortScan
37169.pcap,BENIGN
371964.pcap,BENIGN
372194.pcap,BENIGN
372305.pcap,BENIGN
3723401.pcap,malware_ddos
372480.pcap,BENIGN
372487.pcap,BENIGN
372552.pcap,BENIGN
3726704.pcap,PortScan
3734492.pcap,PortScan
3734587.pcap,PortScan
3736300.pcap,malware_ddos
3736887.pcap,malware_ddos
3739445.pcap,PortScan
3739560.pcap,malware_ddos
374391.pcap,PortScan
374749.pcap,BENIGN
375340.pcap,BENIGN
3757477.pcap,malware_ddos
3759196.pcap,malware_ddos
376034.pcap,BENIGN
37642.pcap,malware_ddos
3764891.pcap,malware_ddos
376553.pcap,BENIGN
3766574.pcap,malware_ddos
376886.pcap,malware_ddos
3769892.pcap,PortScan
3770275.pcap,PortScan
3770324.pcap,PortScan
3771221.pcap,PortScan
3775734.pcap,malware_ddos
377710.pcap,BENIGN
3782355.pcap,malware_ddos
3783260.pcap,PortScan
379025.pcap,PortScan
3790480.pcap,PortScan
379221.pcap,BENIGN
379659.pcap,BENIGN
379759.pcap,BENIGN
3800134.pcap,malware_ddos
380050.pcap,PortScan
380267.pcap,PortScan
380322.pcap,BENIGN
380445.pcap,BENIGN
3805695.pcap,PortScan
38091.pcap,BENIGN
38096.pcap,BENIGN
381799.pcap,BENIGN
381960.pcap,BENIGN
382509.pcap,BENIGN
383477.pcap,BENIGN
383514.pcap,BENIGN
383626.pcap,BENIGN
3837566.pcap,PortScan
383983.pcap,BENIGN
384030.pcap,BENIGN
3841625.pcap,PortScan
384291.pcap,BENIGN
384301.pcap,PortScan
3843292.pcap,PortScan
38451.pcap,BENIGN
384923.pcap,BENIGN
3849843.pcap,PortScan
385153.pcap,PortScan
385229.pcap,BENIGN
3853484.pcap,PortScan
385367.pcap,BENIGN
385556.pcap,BENIGN
385946.pcap,BENIGN
386327.pcap,BENIGN
386963.pcap,BENIGN
3870526.pcap,PortScan
387069.pcap,BENIGN
387387.pcap,BENIGN
387443.pcap,malware_ddos
387862.pcap,BENIGN
3880740.pcap,PortScan
388091.pcap,BENIGN
388298.pcap,BENIGN
3883206.pcap,malware_ddos
38837.pcap,BENIGN
388531.pcap,malware_ddos
38870.pcap,BENIGN
388944.pcap,BENIGN
389067.pcap,PortScan
389763.pcap,malware_ddos
389851.pcap,BENIGN
389907.pcap,BENIGN
39003.pcap,malware_ddos
390184.pcap,BENIGN
390507.pcap,BENIGN
3907496.pcap,malware_ddos
390961.pcap,BENIGN
3910295.pcap,malware_ddos
391204.pcap,BENIGN
3913381.pcap,PortScan
3920858.pcap,malware_ddos
392273.pcap,BENIGN
392465.pcap,BENIGN
392680.pcap,BENIGN
392853.pcap,PortScan
392907.pcap,BENIGN
392917.pcap,BENIGN
392978.pcap,BENIGN
393038.pcap,PortScan
393204.pcap,BENIGN
393791.pcap,BENIGN
394193.pcap,BENIGN
394630.pcap,BENIGN
394769.pcap,BENIGN
394817.pcap,BENIGN
394836.pcap,PortScan
395165.pcap,BENIGN
395270.pcap,BENIGN
3953049.pcap,PortScan
395337.pcap,BENIGN
3960286.pcap,PortScan
396252.pcap,PortScan
39627.pcap,BENIGN
396282.pcap,BENIGN
